,date,text,is_road_closure
56263,2018-09-15 01:46:13,effective immediately canoe access at 15 501 hwy 64 on the haw river are closed rising flood water create dangerous condition for both boater rescuer for the safety of everyone involved refrain from entering the water until river water recede,1
56293,2018-09-13 17:24:04,update on county closing county office facility will be closed tomorrow saturday employee without eoc and emergency response duty should stay home and off the road a wind rain increase overnight tonight this includes park library and collection center,1
56316,2018-09-11 18:44:08,chatham county nc two shelter will open wednesday at 8 pm please take action today to be prepared to be without power and road blocked for several day http www chathamnc org home component s news news 12449 19 backlist 2f,1
56317,2018-09-11 14:16:21,also remember that only nc dot and power utility do roadway clearing chatham county government ha no authority nor equipment to do so this is why rural road could be blocked for day,1
56318,2018-09-11 14:14:53,great printable checklist for hurricane florence http www redcross org content dam re dcross atg pdf s preparedness disaster recovery disaster preparedness hurricane hurricane pdf chatham county resident should be prepared to be without power for several day also road will be blocked by debris for day in rural area,1
57706,2018-09-10 11:05:33,breaking catawba the highway patrol say this wa the first wreck when pickup went down a 40 foot embankment they expect the interstate to be closed for the next 45 minute pic twitter com xfxfevzcw5,1
60219,2018-09-16 18:44:32,the parking lot and street are flooded,1
60266,2018-09-12 14:20:07,everyone ha to be off wrightsville beach by 8pm tonight spoke to this family who have lived at their home for 3 yr and on the beach for 20 the father is expecting his whole garage to be flooded pic twitter com covz0einw0,1
64412,2018-09-17 19:48:36,flooding continues to be a concern a remnant of #florence move north listen to your local official and never attempt to drive through a flooded road http youtu be bnmwwjvf7zw,1
64414,2018-09-16 23:02:23,several road remain closed in both north and south carolina check with local official before you plan your travel #florence http youtu be kh1ge3sib6a,1
64419,2018-09-16 12:24:22,never attempt to drive on or through a flooded road floodwaters can hide danger such a road collapse and debris #florence http twitter com brunscoes stat u 1041299178947846144,1
64420,2018-09-15 15:07:20,don t drive through flooded road even a small amount of floodwater can hide danger such a road collapse and debris #florence pic twitter com holoxp1t8s,1
70718,2018-09-21 16:16:33,#nc #roadclosures #travelupdates http twitter com ncdot status 1 043168532282986496,1
70738,2018-09-20 14:16:57,#nc #florence here s a look at road closure currently 850 including major route such a i 95 and i 40 travel is still not advised to these region due to river that haven t crested debris downed power line and more for info on route visit http drivenc gov http twitter com ncdot status 1 042443357102985216,1
70739,2018-09-20 14:00:10,#nc #florence about 750 road remain closed down from 2 200 including section of i 40 i 95 u 258 in kinston wa closed thurs due to flooding driver should plan for u 70 to be closed a the neuse continues to rise u 421 at the new hanover co line is now closed #hmrd http twitter com ncdot status 1 042759022091354112,1
70756,2018-09-19 16:06:11,#nc #roadclosures #update http twitter com ncdot status 1 042443357102985216,1
70761,2018-09-19 14:31:56,#nc #newhanover wilmington international airport ilm runway 17 35 is operational with limited navaids runway 6 24 is closed but will open toady with limited navaids terminal and fbo is on line power airfield is on generator power fuel is starting to arrive #hmrd http twitter com ncaviation sta tus 1042399025989861376,1
70788,2018-09-16 14:24:29,#nc #northcarolina every major route and those around them to the coast is flooded stay off the road for a wee bit folk help keep them clear for emergency personnel also please #ff and #retweet thanks in advance #hmrd http twitter com ncdot status 1 041321627454197761,1
70804,2018-09-15 20:09:27,#nc #florence #roadclosures http twitter com ncdot ncoast s tatu 1041055593425985537,1
70805,2018-09-15 20:08:18,#nc #florence #roadclosures http twitter com ncdot ncoast s tatu 1041055453747339269,1
70806,2018-09-15 19:57:31,#nc florence list of all closed state road traveler information management system resource page http tims ncdot gov tims default a spx #hmrd cb,1
70823,2018-09-15 17:18:02,#nc #florence #roadclosure http twitter com ncemergency st atus 1041010238550433792,1
70825,2018-09-15 16:39:17,#va #florence #roadclosures http twitter com vadotlynchburg status 1041002967757979648,1
70828,2018-09-15 16:11:47,#va #florence #roadclosure http twitter com 511hamptonroad s status 1040995739097288707,1
70829,2018-09-15 16:10:15,#va #florence #roadclosure http twitter com 511hamptonroad s status 1040995737281200134,1
70831,2018-09-15 16:01:53,#nc #florence #roadclosures http twitter com ncdot ncoast s tatu 1040993319596244992,1
70849,2018-09-14 15:34:45,#nc #florence #closedroad http twitter com ncdot ncoast s tatu 1040605650726907904,1
70872,2018-09-13 18:51:41,#va #florence the city of portsmouth shelter are now consolidated wilson high is now closed need shelter go to the i c norcom by or before 10 p m #hmrd http twitter com cityofportsva status 1040255938358386699,1
73126,2018-09-14 11:00:00,road are hazardous after #hurricaneflorence2018 be careful don t text and drive don t drive through flooded area turn around don t drown http www phe gov emergency even t 2018 severe storm page default aspx pic twitter com uepbz6ebm0,1
76023,2018-09-26 12:00:47,dhec s #wic mobile clinic will be in greenville county thursday september 27 from 9am 1 30pm at easley bridge road head start 404 easley bridge rd greenville sc 29611 closed for lunch 12pm 12 30pm http www scdhec gov wic pic twitter com jncjsuuasp,1
76035,2018-09-25 12:00:23,dhec s #wic mobile clinic will be in greenville county wednesday september 26 from 9am 1 30pm at tommie c brook head start 210 verner spring rd greenville sc 29609 closed for lunch 12pm 12 30pm http www scdhec gov wic pic twitter com f8chxca1cw,1
76042,2018-09-24 12:00:05,dhec s #wic mobile clinic will be in pickens county tuesday september 25 from 9am 1 30pm at simpson head start 304 w d ave easley sc 29640 closed for lunch 12pm 12 30pm http www scdhec gov wic pic twitter com fpzpxr3qu2,1
76089,2018-09-13 19:17:17,rt if you are evacuating for #hurricaneflorence take only essential item turn off the gas electricity and water disconnect appliance do not drive or walk across creek or flooded road more safety tip via http bit ly 2p4smhw http twitter com scemd status 1 040317129797627906,1
82011,2018-09-18 19:24:03,s correction enterprise sign plant team in bunn worked overtime last week and over the weekend to produce more than 3 000 flood warning and hazard sign for ncdot s use in flooded area during and after hurricane florence s arrival #florencenc #ncprep pic twitter com ourcyluk5c,1
82013,2018-09-17 10:00:49,reminder that road st state road 1209 in tyrrell county will be closed starting today at 9 am if you are heading to tyrrell prison work farm take this detour through columbia pic twitter com e0flxncmiy,1
82032,2018-09-14 22:55:04,it s starting to get dark and #hurricaneflorence is still causing power outage heavy rainfall and hazardous wind condition if possible avoid venturing out of your home flooded road are deadly never drive past barricade or through standing water pic twitter com hs5ckbbjy3,1
84407,2018-09-19 13:33:28,you can find road closure for both state at http www 511sc org or http www ncdot gov #sctweets #hurricaneflorence #florencenc 2 of 2,1
84409,2018-09-17 18:11:42,rushing water and roadway damage at the 186mm on i 95 northbound that ha the roadway closed traffic traveling through sc on i 95 northbound are encouraged to utilize i 26 wb to i 77 nb through charlotte #florence #sctweets pic twitter com 3ai5usf6jk,1
84414,2018-09-17 13:44:22,check http www 511sc org for open roadway in sc i would try to utilize an southbound interstate more inland like i 77 to i 20 and then east from there i 95 still ha closure in the nc sc area,1
84422,2018-09-16 15:58:46,traffic alert south carolina i 95 is closed from the 181mm to the 190mm in south carolina sc trooper encourage motorist traveling north on i 95 use these alternate route i 95 northbound traffic is encouraged to exit onto i 26 westbound exit 86b toward columbia cont,1
84462,2018-09-11 12:11:56,sc highway patrol flush car are leaving the crossover on i 26 at i 77 they will travel eastbound to i 526 in charleston to confirm all eastbound entrance ramp are closed eastbound traffic is clear this is the next step in the i 26 lane reversal process #florence #sctweets pic twitter com ihw4lwy488,1
95110,2018-09-17 21:35:32,the site in lumberton north carolina where the road and cow pasture are completely flooded a man traversing the flood on a dirt bike just told me there s usually no water in sight from this spot pic twitter com ctybl0qhrd,1
97157,2018-09-23 20:43:23,latest sc road bridge closure number from updated sunday total 125 down from 233 on monday county with most closed road horry 43 marlboro 40 marion 19 in bucksport in horry county pic twitter com zkajn33bld,1
97166,2018-09-22 13:41:50,latest on flooded waccamaw river in conway a of sat 9 30 am broke record crest of 17 9 ft set in 2016 on friday night forecast crest reaching 22 ft monday night city ha projected that could flood 1 000 home river level start falling wednesday morning #florence pic twitter com rakwgyum1x,1
97168,2018-09-22 00:55:43,latest on flooded waccamaw river in conway passing record crest of 17 9 ft set in 2016 before midnight fri forecast now call for top crest of 22 ft on tues morning city ha projected that could flood 1 000 home river level start falling early wed morning #florence pic twitter com ail2jayy8t,1
97222,2018-09-18 18:51:11,sc #florence briefing number of road and bridge out 200 expected to grow coming closure will reduce access into horry county u 501 at galivants ferry sc 9 near nichols sc 917 near mullins all from little pee dee river u 378 will be only major east west route open,1
97224,2018-09-18 17:59:59,more than 6 000 troop helping with rising south carolina floodwaters that have closed more than 200 road and bridge and overtopped six dam and the worst is yet to come http www postandcourier com news florence floodwaters rising in sc that s the chance you article a7c1254c bb61 11e8 9dd6 333e2210d16a html,1
97265,2018-09-16 17:44:14,ha drone footage of the rising waccamaw river at u 501 toward the end of the video you can see how the water is creeping up to the highway lane heading north are blocked a crew install a temporary dam http www facebook com cityofconwaysc video 716250585396542,1
97271,2018-09-16 13:20:51,word from is water got on a northbound lane of u 501 leading to a temp closure southbound lane to myrtle beach are open a the evacuation order wa lifted starting at 9 am dot installing temp dam on 501 near conway to keep it dry from rising waccamaw river http twitter com gavinjackson s tatu 1041310790291283968,1
97323,2018-09-13 20:09:54,learning a lesson from 2015 historic flood by having barricade near low lying road that will likely flood in #florence to get them blocked quickly pic twitter com ogrf2gbbh4,1
97397,2018-09-12 16:35:53,gov will hold 2 30 briefing where thing stand all or part of 5 county 750k people under evac order lane on i 26 out of charleston and u 501 out of mb reversed school and state office in 18 county closed latest word http www postandcourier com news historic hurricane florence could take unorthodox track along sc nc article 5940cfc8 b60a 11e8 9e58 3f2cc535f77b html,1
97427,2018-09-10 23:11:52,in a bit of weirdness around south carolina s capital city state office including the statehouse and and area school are closed tuesday for #hurricaneflorence but and office will be open pic twitter com jsrtw6ik1r,1
97433,2018-09-10 18:57:08,gov make it official order evacuation of 1 million people from 8 coastal county a of noon tuesday lane reversal on i 26 from chas and u 501 from mb school and state office in 26 county closed tues a far west a lexington http www postandcourier com news evacuatio n ordered for sc coast a hurricane florence nears effective article ecae59d2 b507 11e8 b430 c30c881683a8 html,1
103927,2018-09-16 13:41:23,stay alert flash flooding may occur on road across the pee dee don t drive around barricade or into standing water road are closed for your safety don t unnecessarily put yourself in harm s way if you live in an area that s prone to flooding shelter are open for you,1
105483,2018-09-10 18:40:42,#hurricaneflorence update per governor mcmaster mandatory evacuation coastal county to incl beaufort dorchester lane reversal for highway i 26 closing state office and public school to include richland and lexington school closed tomorrow until further notice,1
108703,2018-09-17 19:45:13,a flooded yard in carolina beach nc the barrier island wa hit hard by florence but survived pretty much intact pic twitter com sdjby4ttbo,1
110446,2018-09-29 23:44:19,if you have a private well that wa flooded during #hurricaneflorence your well water could be contaminated ha information on their website about how to ensure your well water is safe private well hotline 1 888 761 5989 http www scdhec gov environment wa ter quality residential well well water quality testing service,1
110457,2018-09-27 15:54:27,call the state s public information phone system 866 246 0133 for all other question regarding flooding recovery from florence flood water standing water pose various risk including injury infectious disease chemical hazard flooded area should be avoided,1
110458,2018-09-27 15:52:37,avoid flooded area never move or drive around barricade for information on road closure and detour visit http scdot org call 511 or 1 855 go scdot 467 2368,1
110469,2018-09-26 17:53:07,for storm resource and road closure visit http www scdot org traffic information and evacuation route can be found on the scdot 511 mobile app #teamsc pic twitter com ewbtcwzxx9,1
110496,2018-09-24 08:32:26,catastrophic #flooding is happening right now in the pee dee region scdot crew are shoring up major road a best they can now is not the time to be distracted by what road may be open and what road may be closed we don t know and won t know until they flood #sctweets pic twitter com xl3lrnf2gf,1
110498,2018-09-23 23:00:14,you can find the latest information about road closure at http www scdot org or by calling 855 467 2368 #florence pic twitter com nxwursmjfv,1
110558,2018-09-19 07:18:37,driving through flooded roadway can be deadly turn around don t drown #floodsafety #florence pic twitter com ubtyyitilp,1
110566,2018-09-18 13:46:29,there s only one direction to go away from a flooded roadway #florence #flood pic twitter com 3aik5pqn2d,1
110569,2018-09-18 06:16:32,you can view the latest scdot operation report and road condition on their #hurricaneflorence information page http www scdot org travel stormre source aspx #florence #scemd #scnews #sctweets #roadclosures #sc pic twitter com gzvhbqog7e,1
110587,2018-09-17 01:00:07,ha a hurricane resource page on their website that list all current road closure we recommend traveling during the day flooded roadway are difficult to see at night http www scdot org travel stormre source aspx,1
110602,2018-09-16 14:25:05,flood safety tip avoid flooded road and washed out bridge and roadway follow direction provided by public safety official #hurricaneflorence pic twitter com lfuphaxnjj,1
110626,2018-09-15 15:27:08,hello ann for the most up to date information on road closure go to http 206 74 144 42 ri roadconditionsform aspx zoom 7 center 33 87143802928089 80 953738805,1
110662,2018-09-14 04:29:35,prepare for #hurricaneflorence wind close interior door secure and brace exterior door keep curtain and blind closed take refuge in a small interior room closet or hallway or lie on the floor under a table or another sturdy object pic twitter com jyr2lxafjq,1
110684,2018-09-13 19:42:22,for the latest road condition and closure please visit the website at http bit ly sc road #florence #hurricaneflorence #scwx #sctweets,1
110686,2018-09-13 19:32:36,for the latest road condition and closure please visit http bit ly sc road #florence #hurricaneflorence #scwx #sctweets pic twitter com 2ugizmlw80,1
110689,2018-09-13 19:07:41,if you are evacuating for #hurricaneflorence take only essential item turn off the gas electricity and water disconnect appliance do not drive or walk across creek or flooded road more safety tip via http bit ly 2p4smhw #teamsc,1
110711,2018-09-13 15:23:26,#hurricanceflorence is still a powerful storm please heed evacuation from your local county emergency management official for info on road condition closure lane reversal visit hurricane resource at http bit ly 2qprvcb #florence #scwx #scnews #teamsc pic twitter com kiocmjhiw5,1
112767,2018-09-16 17:44:43,now greenway at freedom park flooding road into park closed #wcncflorence pic twitter com kjqmcjtpqv,1
112770,2018-09-16 16:13:33,tree on power line in mint hill road closed traffic being diverted pic twitter com n9ffqnlzie,1
114472,2018-09-23 02:39:21,my heart go out to the family who ve had to evacuate post #florence a we were getting ready to leave today one man told me he just finished paying off his house last month now his house is flooded with water pic twitter com imdxj0ey3x,1
114477,2018-09-21 22:11:54,traffic is pretty backed up here in conway in the area check out http www cityofconway com for a road closure map pic twitter com x0b45rqpn2,1
119169,2018-09-27 14:45:03,statewide mobility is improving every day 38 primary road are still closed 100 million worth of road damage ha currently been assessed with potential to grow #florencenc #rebuildnc,1
119178,2018-09-27 14:35:53,cooper motor vehicle drownings are the leading cause of death from #hurricaneflorence please never drive on flooded road or around barricade #florencenc,1
119181,2018-09-27 14:35:10,cooper a we shift from emergency response to full time recovery i urge nc resident in hard hit area to be careful flooded waterway continue to cover road and swamp community in the se part of our state #florencenc #rebuildnc,1
119219,2018-09-24 19:11:22,sec jim trogdon pleasure to announce opening of i 95 from va to sc yesterday no interstate currently closed,1
119228,2018-09-24 19:04:18,cooper still bout 400 road closure statewide stay off flooded road and don t drive around barricade we are losing life this way #florencenc,1
119232,2018-09-24 19:01:40,cooper today we bring good news to nc but also new warning #florence is gone but devastation is still with u shifting to recovery but still must remain careful in hard hit area stay away from flooded road,1
119246,2018-09-22 21:50:05,those participating in #florencenc cleanup are at risk of being exposed to many hazardous substance including carbon monoxide sewage and harmful chemical take precaution when clearing storm debris and moving around in flooded area http ow ly vyus30lvlix pic twitter com am5njtvl3g,1
119266,2018-09-22 14:42:22,currently 114 primary road are closed and there are 547 total statewide road closure 100 complete on cutting and removing debris from road and shifting to debris pickup,1
119278,2018-09-22 14:32:41,cooper please avoid driving east of i 95 and south of u 70 more than 500 road closure statewide stay off flooded road and don t drive around barricade road behind barricade may not exist anymore,1
119286,2018-09-21 22:48:06,even if road are no longer flooded severe damage may have occurred making driving condition hazardous this section of nc 24 east of clinton sustained damage from floodwaters be sure to check http drivenc gov for up to date driving condition pic twitter com jhcfcwdjgu,1
119303,2018-09-21 16:12:18,12 location on interstate are seeing high water and flooding 89 nc primary road have been closed cresting of river are changing road closure continually #florencenc,1
119338,2018-09-20 21:15:28,16 interstate area are flooded down from 19 32 u route and 134 primary road are closed will receive funding from usdot to start recovery of road tomorrow we will focus on maintaining route into new hanover and pender county,1
119343,2018-09-20 21:10:05,cooper the flooding is like nothing we have ever seen people in hard hit community do want to go back but many are still having to wait there are more than 740 road closure and travel remains dangerous in se nc do not drive in flooded area,1
119367,2018-09-19 18:38:30,high water vehicle may be able to take on floodwaters but only a few inch can sweep car away do not drive through flooded road or go around barricade check with local official and http drivenc gov on the safety of road #florencenc pic twitter com 8znjq6j8wa,1
119371,2018-09-19 16:36:24,beware of fallen power line utility crew may not have been able to access area where line are down especially if road are flooded be cautious on road with heavy debris and avoid walking around or driving over downed power line #florencenc pic twitter com f5v19tpvoq,1
119410,2018-09-18 16:15:44,col glenn mcneill avoid spreading rumor that closed roadway are open,1
119411,2018-09-18 16:15:15,col glenn mcneill travel in affected area is still extremely dangerous over last 24 hour trooper have responded to 126 collision if you are trapped in flooded water inside your vehicle open window to exit or open door if electrical system if offline,1
119426,2018-09-18 16:03:20,cooper nc ha 26 confirmed death due to the storm there are more than 1 100 road closure still while road condition are starting to improve rising creek and river are making travel unsafe first responder have reported over 4 000 rescue,1
119468,2018-09-17 16:17:34,secretary trogdon 356 primary road closed brunswick access up and down due to flooding condition making progress in carteret craven jones clearing debris from roadway #florencenc,1
119545,2018-09-16 16:16:00,currently 171 primary road are closed the situation continues to worsen overnight two additional section of i 95 closed and two section of i 40 flooded #florencenc,1
119552,2018-09-16 16:07:14,cooper be ready to head to higher ground if you need to evacuate never drive through flooded road,1
119554,2018-09-16 16:05:30,cooper flood water are still raging across part of nc the risk to life is rising with the water the threat of flooded road keep spreading #florencenc,1
119587,2018-09-15 22:42:19,many major roadway across the state have been closed due to flooding due to the current state of many road the governor ha recommended that out of state motorist avoid traveling through nc and that those in the state avoid traveling if possible #florencenc pic twitter com advv8xfh2q,1
119605,2018-09-15 19:39:37,col glenn mcneill out of state motorist should avoid driving through nc detour and road closure can be found at http drivenc gov before you travel,1
119617,2018-09-15 18:32:22,heavy rain swift moving floodwaters are causing flooded road b4 report can come in avoid leaving your home at this time if you must leave never drive through standing or moving water keep route clear for emergency response team debris removal team ppl evacuating pic twitter com ktmkh1roxa,1
119625,2018-09-15 17:05:56,traffic road closure update ncdot is currently closing i 95 southbound at the 81 mile marker north of fayetteville around harnett county and diverting traffic onto i 40 east and west pic twitter com s9z6mvrpes,1
119650,2018-09-15 15:14:42,road open today may be closed this afternoon do not travel east of 95 or south of u 70 condition are hazardous and will continue to worsen http drivenc gov have current travel condition,1
119651,2018-09-15 15:13:50,condition across southern eastern nc continue to worsen highway closing have happened highway patrol is assessing detour route now numerous county have several primary road closed 60 total primary road have been closed clearing of debris is underway,1
119676,2018-09-15 11:53:24,be safe avoid going outside to check damage or drive around road may be covered with debris or flooded remember never drive through standing water #florencenc http twitter com ncdot status 1 040785171920891904,1
119687,2018-09-14 22:55:06,it s starting to get dark and #hurricaneflorence is still causing power outage heavy rainfall and hazardous wind condition if possible avoid venturing out of your home flooded road are deadly never drive past barricade or through standing water #florencenc pic twitter com eqe6nn2kfv,1
119705,2018-09-14 21:19:05,col glenn mcneill several area east of 95 have experienced dangerous travel condition the #of flooded road will increase do not attempt to travel through water or go around barricade since 12 am the ha responded to 80 collision 164 call for service,1
119745,2018-09-14 15:14:56,significant impact to pamlico a craven county several major secondary road are flooded we believe that travel right now is extremely hazardous and will worsen impact right now are primarily from storm surge 500 1000 year flood event is anticipated,1
119780,2018-09-14 04:55:17,flash flood warning and flooded roadway are being seen this morning from the heavy rain of #hurricaneflorence never drive on road covered by water or around barricade placed in roadway floodwaters can kill #florencenc #ncwx pic twitter com ealglhfd1i,1
119801,2018-09-13 21:16:33,road closure are going up across the state due to flooding and downed tree detour have been established for major route that are expected to be flooded #florencenc #ncwx,1
119848,2018-09-13 14:14:43,cooper the dot and will find out when road are flooded will try to close them asap so no one will be driving on them flash flood can be swift there will not be a lot of time for road to be closed so it is important not to drive on road during storm,1
119862,2018-09-13 14:01:43,cooper over the next few hour many road will become unsafe don t drive through peek of storm or through flooded road #ncwx #florencenc,1
119900,2018-09-12 21:06:32,cooper a powerful damaging hurricane is hour away from our coast will have a powerful storm surge and wind if you have been asked to leave do it now do not try to leave once the wind come and don t try to drive through flooded road #florencenc,1
124308,2018-09-27 18:47:13,a totally different site today in nichols compared to last week a water from #florenceaftermath went down some neighborhood road are still flooded pic twitter com ej7rqn0nws,1
134223,2018-09-16 19:26:52,#new office tell me they ve ran out of cone and barricade to block flooded road i m told most secondary road are underwater,1
134224,2018-09-16 18:16:34,we have a crew heading to union county where emergency management report almost 100 road are underwater and closed throughout the county we have team coverage on 10 across #nc http twitter com unioncosheriff status 1041357214349443072,1
137275,2018-09-17 21:13:42,before heading out to survey hurricane damage in new bern today gov cooper met with at rdu to discus challenge with fuel supply road closure and wastewater they pledged to stay in touch on disaster recovery effort moving forward pic twitter com tdoqs0iuqt,1
138730,2018-09-22 20:28:58,more fire contained to 2 unit at the wellington buckhead condominium roswell rd is closed in the 3500 block no injury #developing pic twitter com spzlpis0yk,1
141209,2018-09-29 08:07:35,traffic alert eastbound new york ave ne all lane are closed due to a traffic crash traffic will have to exit at south dakota ave ne please use an alternate route #3059 pic twitter com 3pj5g7mbzu,1
141217,2018-09-28 14:58:19,update accident the 3200 block of minnesota avenue se remains closed in both direction pepco on scene making repair no eta given for re opening,1
141230,2018-09-28 09:25:36,update traffic crash 3200 block of minnesota avenue se n b and s b closed due to police activity,1
141231,2018-09-28 08:50:54,traffic crash 3200 block of minnesota avenue se n b closed due to police activity,1
141232,2018-09-28 04:48:32,road closure update connecticut avenue nw and devonshire street nw is now open,1
141235,2018-09-27 23:11:59,road closure on connecticut avenue nw between devonshire street nw and mccomb street nw due to a fallen tree use alternative route pic twitter com lwggl6mkge,1
141237,2018-09-27 21:50:14,traffic crash 2600 blk mlk ave se temporarily closed in both direction use alternate route pic twitter com odlmzconfi,1
141239,2018-09-27 02:50:56,street closure 17th newton 18th newton street closed mt pleasant park mt pleasant and newton street nw closed due to police activity 6559 pic twitter com 8wou7m2pr6,1
141250,2018-09-26 18:15:46,traffic alert stanton rd and tobias dr se blocked with an overturned vehicle no injury entrapment mpd and dcfems on the scene,1
141251,2018-09-26 12:27:49,update u capitol police report the following street blocked for police activity north capitol st e st f st are now clear,1
141252,2018-09-26 12:16:12,u capitol police report the following street blocked for police activity north capitol st between f st louisiana ave ne e st between new jersey ave columbus circle ne f st between new jersey ave north capitol street nw follow police direction,1
141259,2018-09-26 08:41:35,road closure update the intersection of new york avenue ne and bladensburg road ne is now open pic twitter com 41bedwknw4,1
141260,2018-09-26 05:50:17,road closure 2200blk of 14th st se both direction for a water main break,1
141261,2018-09-26 03:34:38,road closure 2100 2300 block of benning road ne is now open pic twitter com k07n1whbqh,1
141268,2018-09-25 22:07:06,update crane 6 en route suggested alternate route north capitol st 4th st franklin st ne road closure are subject to change expect heavy volume and continue to follow mpd direction,1
141273,2018-09-25 19:35:29,9 25 18 traffic alert dc water activity closed 3500 blk of 6th st se btw mississippi ave and savannah st se repair a broken 8 inch water main duration 10 30 am to 7 30 pm traffic control under dc water direction photo courtesy of wusa pic twitter com uprsdjr2io,1
141278,2018-09-25 14:00:17,accident inbound new york avenue ne prior to south dakota avenue ne right lane blocked mpd on scene stay to the left,1
141281,2018-09-25 13:22:39,accident 3100 block of m street nw ha all e b traffic blocked w b is flowing mpd dcfems on scene follow police direction,1
141282,2018-09-25 11:23:30,update the 3500 block of 6th street se is closed until further notice due to a sinkhole that developed after a water main break mpd on scene,1
141283,2018-09-25 11:17:29,update the 6200 block of eastern avenue ne remains closed until further notice for a re canvas,1
141288,2018-09-25 00:31:55,traffic alert 1800 blk of benning rd ne is blocked in both direction due to police activity watch for mpd direction,1
141293,2018-09-24 22:02:39,traffic alert 3 veh collision in the 3rd st tunnel sb after d st nw far left lane blocked crane 3 on the scene mpd en route,1
141296,2018-09-24 20:48:54,traffic alert dcfems activity working fire 2555 penn ave nw fire involved apt on 7th floor fire knocked down no injury reported road closure 2500 penn ave nw in both direction 2500 m st nw westbound one way watch for mpd direction,1
141305,2018-09-24 16:01:55,update fuel spill 900 block of maine avenue sw the w b 700 1200 block of maine avenue remains closed e b is now open follow police direction,1
141307,2018-09-24 12:29:16,fuel spill 900 block of maine avenue sw the 700 1200 block of maine avenue is closed mpd dcfems on scene follow police direction,1
141308,2018-09-24 12:22:37,update accident 12th street constitution avenue nw the 1000 1300 block of constitution avenue nw and the 12th street tunnel are closed until further notice follow police direction for alt route,1
141309,2018-09-24 11:56:29,update accident 12th street constitution avenue nw all east west constitution ave diverted n b 12th street tunnel is now closed all tunnel traffic is diverted e b follow police direction,1
141313,2018-09-24 09:27:44,accident s b north capitol street florida avenue nw left lane blocked follow police direction,1
141315,2018-09-24 03:38:47,road closure 5500 blk of southern ave se closed both direction for traffic crash,1
141316,2018-09-24 01:00:28,tree down in the 6900blk of 32nd st nw between wyndale st western ave closed in both direction,1
141323,2018-09-23 03:01:04,road closure 400 block of melon street se is shutdown due to police activity update to follow pic twitter com g1gjb8ovwh,1
141326,2018-09-22 06:27:32,traffic alert 1100 block of alabama avenue se in both direction all lane of traffic are closed due to a police investigation #3059 pic twitter com dpu9966ht7,1
141327,2018-09-22 05:51:11,shooting investigation street closure in the 1700 1800 benning rd ne in both direction is clear all lane open,1
141328,2018-09-22 03:56:44,shooting investigation street closure in the 1700 1800 benning rd ne in both direction use alternate route,1
141334,2018-09-21 20:40:13,nw advisory the coastal flood advisory until 10 am sat sept 22 2018 tidal departure around 1 5 to 2 ft above normal impact sw waterfront at the dc seafood market is expected to flood part of the hains point loop rd but it will likely be closed,1
141343,2018-09-21 13:12:57,just spoke with np pio officer they have re scheduled the closure for next weekend 9 28 at 7 pm to monday 10 01 at 5 am due to the water being too high to get a barge crane safely under the bridge,1
141344,2018-09-21 12:48:39,accident inbound 11th street bridge prior to exit #2 mpd dcfems responding left lane blocked stay right,1
141345,2018-09-21 12:08:21,accident 600 block of michigan avenue ne w b lane 2 3 blocked mpd dcfems on scene stay to the left,1
141357,2018-09-20 21:56:26,update the below road closure will remain in place until approximately 12 00 am friday september 21 2018 5th st btw virginia ave and k st se 5th st and k st se utilize an alternate route pic twitter com 3ewapwpudt,1
141363,2018-09-20 13:13:33,accident n b south capitol street street sw right lane blocked stay left dcfems on scene,1
141371,2018-09-19 20:54:28,update ddot tco s are en route to assist mpd with road closure,1
141372,2018-09-19 19:59:18,update 900 5th st se senior apt roof top fire road closure no vehicular pedestrian traffic 5th st from virginia ave and k st se 4th st and k st se 5th st and k st se 5th st and l st se watch for mpd direction road closure are subject to change,1
141395,2018-09-18 19:16:08,traffic alert 2600 2700 mlk ave se is blocked in both direction due to a medical emergency mpd and dcfems on the scene eb new york ave before the arboretum high standing water in the left lane stay right ddot notified,1
141400,2018-09-18 12:14:51,accident connecticut avenue l street nw lane 1 2 of connecticut avenue nw are blocked in both direction mpd dcfems on scene follow police direction,1
141415,2018-09-16 15:59:30,traffic advisory tree down street closure in the 4200 blk of albermarle st nw in both direction use alternate route,1
141418,2018-09-16 07:16:26,road closure minnesota avenue se from g street randle circle are closed in both direction due to a traffic crash pic twitter com a0t9cuzjil,1
141421,2018-09-15 01:21:01,police activity close 1st st and mississippi ave se in all direction motorist utilize south capitol st mlk ave atlantic st a an alternate route watch for mpd direction road closure are subject to change,1
141436,2018-09-13 23:18:49,traffic alert disabled auto on ob suitland pkwy at mlk ave se left lane blocked by mpd crane 6 en route,1
141442,2018-09-13 15:40:28,accident north capitol h street nw s b north capitol street is blocked at h street and is diverted east west onto h street e b h street lane 1 is open capitol street nw n b north capitol street is flowing follow police direction,1
141446,2018-09-13 10:30:03,update accident 1900 block of 16th street nw the left lane in the s b 1900 block is now open the right lane remains blocked,1
141447,2018-09-13 10:20:40,accident e b 395 exit #6 ramp to n b 3rd street tunnel right lane blocked mpd crane on scene stay left,1
141449,2018-09-13 09:53:11,accident 1900 block of 16th street nw the s b 1900 block of 16th street is blocked mpd on scene follow police direction,1
141450,2018-09-13 09:48:38,accident n b 12th street tunnel prior to constitution avenue middle lane blocked mpd on scene follow police direction,1
141459,2018-09-13 02:06:16,traffic alert due to police activity north capitol street nw and michigan ave nw s b are closed,1
